trade_id,product_id,price,size,side,time,ingested_at
794942798,ETH-USD,2095,0.21552654,sell,2026-04-07T19:24:45.340339Z,2026-04-07T19:24:45.413388
794942799,ETH-USD,2095.01,0.14600054,sell,2026-04-07T19:24:45.340339Z,2026-04-07T19:24:45.415297
794942800,ETH-USD,2095.1,0.47300459,sell,2026-04-07T19:24:45.340339Z,2026-04-07T19:24:45.423797
794942801,ETH-USD,2095.1,0.16596594,sell,2026-04-07T19:24:45.340339Z,2026-04-07T19:24:45.429299
794942802,ETH-USD,2095.09,0.73848,buy,2026-04-07T19:24:45.347126Z,2026-04-07T19:24:45.434836
794942803,ETH-USD,2095.02,0.21497774,sell,2026-04-07T19:24:45.356679Z,2026-04-07T19:24:45.438819
794942804,ETH-USD,2095.02,0.21552654,sell,2026-04-07T19:24:45.356679Z,2026-04-07T19:24:45.445968
794942805,ETH-USD,2095.09,0.1553216,sell,2026-04-07T19:24:45.356679Z,2026-04-07T19:24:45.457836
794942806,ETH-USD,2095.11,0.41467173,sell,2026-04-07T19:24:45.356679Z,2026-04-07T19:24:45.463879
794942807,ETH-USD,2095.09,0.38118142,buy,2026-04-07T19:24:45.361330Z,2026-04-07T19:24:45.470729
794942808,ETH-USD,2095.1,0.56778,buy,2026-04-07T19:24:45.364528Z,2026-04-07T19:24:45.483271
794942809,ETH-USD,2095.11,0.08532827,sell,2026-04-07T19:24:45.366709Z,2026-04-07T19:24:45.499130
794942810,ETH-USD,2095.12,0.001,sell,2026-04-07T19:24:45.366709Z,2026-04-07T19:24:45.502994
794942811,ETH-USD,2095.12,0.00071617,sell,2026-04-07T19:24:45.366709Z,2026-04-07T19:24:45.523479
794942812,ETH-USD,2095.16,0.21497774,sell,2026-04-07T19:24:45.366709Z,2026-04-07T19:24:45.526010
794942813,ETH-USD,2095.16,0.69847543,sell,2026-04-07T19:24:45.366709Z,2026-04-07T19:24:45.534425
794942814,ETH-USD,2095.1,0.40161937,buy,2026-04-07T19:24:45.370241Z,2026-04-07T19:24:45.538475
794942815,ETH-USD,2095.11,0.400215,buy,2026-04-07T19:24:45.372340Z,2026-04-07T19:24:45.548750
794942816,ETH-USD,2095.1,0.230577,buy,2026-04-07T19:24:45.372340Z,2026-04-07T19:24:45.567256
794942817,ETH-USD,2095.1,0.14230124,buy,2026-04-07T19:24:45.373130Z,2026-04-07T19:24:45.582052
794942818,ETH-USD,2095.11,0.14230124,buy,2026-04-07T19:24:45.376097Z,2026-04-07T19:24:45.592669
794942819,ETH-USD,2095.11,0.63219637,buy,2026-04-07T19:24:45.376104Z,2026-04-07T19:24:45.602451
794942820,ETH-USD,2095.1,0.14230124,buy,2026-04-07T19:24:45.376104Z,2026-04-07T19:24:45.609662
794942821,ETH-USD,2095.15,0.5,sell,2026-04-07T19:24:45.376396Z,2026-04-07T19:24:45.621916
794942822,ETH-USD,2095.16,0.37884589,sell,2026-04-07T19:24:45.376396Z,2026-04-07T19:24:45.628781
794942823,ETH-USD,2095.16,0.12165172,sell,2026-04-07T19:24:45.376396Z,2026-04-07T19:24:45.632863
794942824,ETH-USD,2095.12,0.56036284,buy,2026-04-07T19:24:45.378830Z,2026-04-07T19:24:45.641060
794942825,ETH-USD,2095.11,0.07183353,buy,2026-04-07T19:24:45.378830Z,2026-04-07T19:24:45.647883
794942826,ETH-USD,2095.1,0.21754621,buy,2026-04-07T19:24:45.382373Z,2026-04-07T19:24:45.650119
794942827,ETH-USD,2095.1,0.05060971,buy,2026-04-07T19:24:45.384038Z,2026-04-07T19:24:45.658230
794942828,ETH-USD,2095.1,0.36134169,buy,2026-04-07T19:24:45.385371Z,2026-04-07T19:24:45.662954
794942829,ETH-USD,2095.11,0.21497774,sell,2026-04-07T19:24:45.388276Z,2026-04-07T19:24:45.664825
794942830,ETH-USD,2095.11,0.5,sell,2026-04-07T19:24:45.388276Z,2026-04-07T19:24:45.670278
794942831,ETH-USD,2095.15,0.28551987,sell,2026-04-07T19:24:45.388276Z,2026-04-07T19:24:45.679919
995584870,BTC-USD,68556.84,0.000017,sell,2026-04-07T19:24:45.411635Z,2026-04-07T19:24:45.687684
995584871,BTC-USD,68556.84,0.00013818,sell,2026-04-07T19:24:45.411635Z,2026-04-07T19:24:45.698663
995584872,BTC-USD,68559.58,0.001573,sell,2026-04-07T19:24:45.428982Z,2026-04-07T19:24:45.708015
995584873,BTC-USD,68560.18,0.000017,sell,2026-04-07T19:24:45.428982Z,2026-04-07T19:24:45.715931
995584874,BTC-USD,68561.99,0.00029172,sell,2026-04-07T19:24:45.428982Z,2026-04-07T19:24:45.720944
995584875,BTC-USD,68562.2,0.00228998,sell,2026-04-07T19:24:45.428982Z,2026-04-07T19:24:45.725404
995584876,BTC-USD,68562.2,0.00159002,sell,2026-04-07T19:24:45.429163Z,2026-04-07T19:24:45.731745
995584877,BTC-USD,68563.52,0.000017,sell,2026-04-07T19:24:45.454699Z,2026-04-07T19:24:45.743568
995584878,BTC-USD,68563.52,0.0180184,sell,2026-04-07T19:24:45.454699Z,2026-04-07T19:24:45.750272
995584879,BTC-USD,68563.53,0.001063,sell,2026-04-07T19:24:45.513558Z,2026-04-07T19:24:45.757207
995584880,BTC-USD,68563.53,0.00056723,sell,2026-04-07T19:24:45.537329Z,2026-04-07T19:24:45.762900
995584881,BTC-USD,68563.52,0.00282782,buy,2026-04-07T19:24:45.589416Z,2026-04-07T19:24:45.781931
995584882,BTC-USD,68563.52,0.00072919,buy,2026-04-07T19:24:45.589416Z,2026-04-07T19:24:45.804669
995584883,BTC-USD,68562.01,0.00004087,buy,2026-04-07T19:24:45.589416Z,2026-04-07T19:24:45.838936
995584884,BTC-USD,68559.57,0.00000004,buy,2026-04-07T19:24:45.614181Z,2026-04-07T19:24:45.858682
995584885,BTC-USD,68559.58,0.00000852,sell,2026-04-07T19:24:45.786287Z,2026-04-07T19:24:45.861897
794942832,ETH-USD,2095.07,0.77349761,buy,2026-04-07T19:24:45.869047Z,2026-04-07T19:24:45.927922
794942833,ETH-USD,2095.07,0.00079637,buy,2026-04-07T19:24:45.869047Z,2026-04-07T19:24:45.932522
794942834,ETH-USD,2095.06,0.59637829,buy,2026-04-07T19:24:45.869047Z,2026-04-07T19:24:45.936927
794942835,ETH-USD,2095.06,0.17811932,buy,2026-04-07T19:24:45.869053Z,2026-04-07T19:24:45.945275
794942836,ETH-USD,2095.03,0.77449761,buy,2026-04-07T19:24:45.869053Z,2026-04-07T19:24:45.958183
995584886,BTC-USD,68558.58,0.00001386,sell,2026-04-07T19:24:45.895171Z,2026-04-07T19:24:45.968795
995584887,BTC-USD,68557.31,0.0000001,sell,2026-04-07T19:24:45.927940Z,2026-04-07T19:24:45.980059
995584888,BTC-USD,68557.28,0.0000001,buy,2026-04-07T19:24:46.023804Z,2026-04-07T19:24:46.078211
995584889,BTC-USD,68557.11,0.00000005,buy,2026-04-07T19:24:46.413971Z,2026-04-07T19:24:46.467924
794942837,ETH-USD,2094.65,0.71619854,sell,2026-04-07T19:24:46.432162Z,2026-04-07T19:24:46.488965
794942838,ETH-USD,2094.71,0.28429907,sell,2026-04-07T19:24:46.432162Z,2026-04-07T19:24:46.494808
794942839,ETH-USD,2094.66,0.71619854,sell,2026-04-07T19:24:46.445231Z,2026-04-07T19:24:46.505814
794942840,ETH-USD,2094.71,0.28429907,sell,2026-04-07T19:24:46.445231Z,2026-04-07T19:24:46.512587
794942841,ETH-USD,2094.7,0.71619854,sell,2026-04-07T19:24:46.458548Z,2026-04-07T19:24:46.520503
794942842,ETH-USD,2094.71,0.04994542,sell,2026-04-07T19:24:46.458548Z,2026-04-07T19:24:46.523434
794942843,ETH-USD,2094.71,0.23435365,sell,2026-04-07T19:24:46.458548Z,2026-04-07T19:24:46.527058
794942844,ETH-USD,2094.72,0.71608636,sell,2026-04-07T19:24:46.468127Z,2026-04-07T19:24:46.530145
794942845,ETH-USD,2094.78,0.28441125,sell,2026-04-07T19:24:46.468127Z,2026-04-07T19:24:46.536437
331384139,SOL-USD,80.61,0.61304,sell,2026-04-07T19:24:46.523529Z,2026-04-07T19:24:46.575117
331384140,SOL-USD,80.61,0.61304,sell,2026-04-07T19:24:46.523594Z,2026-04-07T19:24:46.579466
794942846,ETH-USD,2094.72,0.71619854,sell,2026-04-07T19:24:46.560856Z,2026-04-07T19:24:46.613623
794942847,ETH-USD,2094.77,0.04627215,sell,2026-04-07T19:24:46.567114Z,2026-04-07T19:24:46.617803
331384141,SOL-USD,80.59,15.50930507,buy,2026-04-07T19:24:46.825558Z,2026-04-07T19:24:46.880237
331384142,SOL-USD,80.59,3.341,buy,2026-04-07T19:24:46.825558Z,2026-04-07T19:24:46.886710
331384143,SOL-USD,80.59,0.014,buy,2026-04-07T19:24:46.825558Z,2026-04-07T19:24:46.901665
995584890,BTC-USD,68556.34,0.00072919,buy,2026-04-07T19:24:46.837539Z,2026-04-07T19:24:46.925328
794942848,ETH-USD,2094.77,0.66979691,sell,2026-04-07T19:24:46.853736Z,2026-04-07T19:24:46.973365
794942849,ETH-USD,2094.77,0.33070070,sell,2026-04-07T19:24:46.853736Z,2026-04-07T19:24:46.983865
794942850,ETH-USD,2094.77,0.16929930,sell,2026-04-07T19:24:46.873254Z,2026-04-07T19:24:47.001140
794942851,ETH-USD,2094.77,0.71619854,sell,2026-04-07T19:24:46.873254Z,2026-04-07T19:24:47.003886
794942852,ETH-USD,2094.77,0.11499977,sell,2026-04-07T19:24:46.873254Z,2026-04-07T19:24:47.008862
794942853,ETH-USD,2094.76,0.28429907,buy,2026-04-07T19:24:46.874584Z,2026-04-07T19:24:47.017454
794942854,ETH-USD,2094.76,0.48349761,buy,2026-04-07T19:24:46.874584Z,2026-04-07T19:24:47.023302
794942855,ETH-USD,2094.73,0.71624337,sell,2026-04-07T19:24:46.900952Z,2026-04-07T19:24:47.050745
794942856,ETH-USD,2094.76,0.28425424,sell,2026-04-07T19:24:46.900952Z,2026-04-07T19:24:47.057464
995584891,BTC-USD,68555.41,0.00000002,buy,2026-04-07T19:24:46.905631Z,2026-04-07T19:24:47.068172
794942857,ETH-USD,2094.73,0.71624337,sell,2026-04-07T19:24:46.932673Z,2026-04-07T19:24:47.076759
794942858,ETH-USD,2094.75,0.21497774,sell,2026-04-07T19:24:46.932673Z,2026-04-07T19:24:47.084033
794942859,ETH-USD,2094.75,0.06927650,sell,2026-04-07T19:24:46.932673Z,2026-04-07T19:24:47.092452
794942860,ETH-USD,2094.75,0.64679940,sell,2026-04-07T19:24:46.951657Z,2026-04-07T19:24:47.096724
794942861,ETH-USD,2094.75,0.35369821,sell,2026-04-07T19:24:46.951657Z,2026-04-07T19:24:47.105960
794942862,ETH-USD,2094.76,0.21574576,sell,2026-04-07T19:24:46.961364Z,2026-04-07T19:24:47.108193
794942863,ETH-USD,2094.76,0.02386694,sell,2026-04-07T19:24:46.961364Z,2026-04-07T19:24:47.114052
794942864,ETH-USD,2094.77,0.5,sell,2026-04-07T19:24:46.961364Z,2026-04-07T19:24:47.115898
794942865,ETH-USD,2094.79,0.26088491,sell,2026-04-07T19:24:46.961364Z,2026-04-07T19:24:47.125568
995584892,BTC-USD,68555.41,0.00000019,buy,2026-04-07T19:24:47.004680Z,2026-04-07T19:24:47.128679
995584893,BTC-USD,68555.41,0.01749981,buy,2026-04-07T19:24:47.004680Z,2026-04-07T19:24:47.134905
794942866,ETH-USD,2094.75,0.73848,buy,2026-04-07T19:24:47.081130Z,2026-04-07T19:24:47.139741
794942867,ETH-USD,2094.75,0.76849761,buy,2026-04-07T19:24:47.081130Z,2026-04-07T19:24:47.145943
794942868,ETH-USD,2094.74,0.65251868,buy,2026-04-07T19:24:47.081130Z,2026-04-07T19:24:47.152613
995584894,BTC-USD,68555.42,0.000175,sell,2026-04-07T19:24:47.182661Z,2026-04-07T19:24:47.256349
995584895,BTC-USD,68555.41,0.00000004,buy,2026-04-07T19:24:47.375651Z,2026-04-07T19:24:47.428978
995584896,BTC-USD,68555.42,0.000172,sell,2026-04-07T19:24:47.419087Z,2026-04-07T19:24:47.474703
794942869,ETH-USD,2094.77,0.71616992,sell,2026-04-07T19:24:47.482223Z,2026-04-07T19:24:47.536308
794942870,ETH-USD,2094.83,0.02386694,sell,2026-04-07T19:24:47.482223Z,2026-04-07T19:24:47.539075
794942871,ETH-USD,2094.84,0.26046075,sell,2026-04-07T19:24:47.482223Z,2026-04-07T19:24:47.542717
794942872,ETH-USD,2094.84,0.71604513,sell,2026-04-07T19:24:47.495124Z,2026-04-07T19:24:47.546860
794942873,ETH-USD,2094.84,0.28445248,sell,2026-04-07T19:24:47.495124Z,2026-04-07T19:24:47.550384
794942874,ETH-USD,2094.87,0.71616992,sell,2026-04-07T19:24:47.595759Z,2026-04-07T19:24:47.649235
995584897,BTC-USD,68555.42,0.0175714,sell,2026-04-07T19:24:47.614892Z,2026-04-07T19:24:47.672390
995584898,BTC-USD,68555.42,0.00018219,sell,2026-04-07T19:24:47.614892Z,2026-04-07T19:24:47.676172
995584899,BTC-USD,68555.43,0.0179184,sell,2026-04-07T19:24:47.614892Z,2026-04-07T19:24:47.679303
995584900,BTC-USD,68555.43,0.00002825,sell,2026-04-07T19:24:47.614892Z,2026-04-07T19:24:47.683545
995584901,BTC-USD,68555.44,0.0179184,sell,2026-04-07T19:24:47.614892Z,2026-04-07T19:24:47.686636
995584902,BTC-USD,68561.42,0.00000002,buy,2026-04-07T19:24:47.737521Z,2026-04-07T19:24:47.791063
331384144,SOL-USD,80.6,0.7,buy,2026-04-07T19:24:47.765237Z,2026-04-07T19:24:47.820575
794942875,ETH-USD,2094.96,0.001,sell,2026-04-07T19:24:47.765272Z,2026-04-07T19:24:47.823143
794942876,ETH-USD,2094.96,0.00360826,sell,2026-04-07T19:24:47.765272Z,2026-04-07T19:24:47.826933
995584903,BTC-USD,68561.51,0.043756,buy,2026-04-07T19:24:47.912999Z,2026-04-07T19:24:47.977991
995584904,BTC-USD,68561.51,0.00000002,buy,2026-04-07T19:24:48.196934Z,2026-04-07T19:24:48.250544
995584905,BTC-USD,68560.02,0.04375728,buy,2026-04-07T19:24:48.324219Z,2026-04-07T19:24:48.375092
995584906,BTC-USD,68560.02,0.00072919,buy,2026-04-07T19:24:48.324219Z,2026-04-07T19:24:48.378681
995584907,BTC-USD,68560,0.0131,buy,2026-04-07T19:24:48.431717Z,2026-04-07T19:24:48.484057
995584908,BTC-USD,68560,0.0131,buy,2026-04-07T19:24:48.487512Z,2026-04-07T19:24:48.544157
794942877,ETH-USD,2094.96,0.71256166,sell,2026-04-07T19:24:48.499515Z,2026-04-07T19:24:48.550489
995584909,BTC-USD,68562.41,0.00073663,buy,2026-04-07T19:24:48.602424Z,2026-04-07T19:24:48.654485
331384145,SOL-USD,80.61,0.36029474,sell,2026-04-07T19:24:48.621176Z,2026-04-07T19:24:48.675168
331384146,SOL-USD,80.61,0.04583859,sell,2026-04-07T19:24:48.621176Z,2026-04-07T19:24:48.679261
331384147,SOL-USD,80.61,0.014,sell,2026-04-07T19:24:48.621176Z,2026-04-07T19:24:48.680578
331384148,SOL-USD,80.61,0.17270328,sell,2026-04-07T19:24:48.621176Z,2026-04-07T19:24:48.685605
995584910,BTC-USD,68563.52,0.000017,sell,2026-04-07T19:24:48.627017Z,2026-04-07T19:24:48.688964
995584911,BTC-USD,68564.82,0.00067473,sell,2026-04-07T19:24:48.627017Z,2026-04-07T19:24:48.692103
995584912,BTC-USD,68563,0.00000004,buy,2026-04-07T19:24:48.629612Z,2026-04-07T19:24:48.694662
995584913,BTC-USD,68564.99,0.00036462,buy,2026-04-07T19:24:48.831692Z,2026-04-07T19:24:48.883780
995584914,BTC-USD,68562.41,0.00010132,buy,2026-04-07T19:24:48.831692Z,2026-04-07T19:24:48.887582
995584915,BTC-USD,68561.06,0.00000003,buy,2026-04-07T19:24:49.136262Z,2026-04-07T19:24:49.188915
331384149,SOL-USD,80.61,0.30600447,sell,2026-04-07T19:24:49.286384Z,2026-04-07T19:24:49.337111
995584916,BTC-USD,68561.35,0.000222,sell,2026-04-07T19:24:49.383683Z,2026-04-07T19:24:49.436749
794942878,ETH-USD,2094.96,0.0283585,sell,2026-04-07T19:24:49.408030Z,2026-04-07T19:24:49.459196
995584917,BTC-USD,68561.34,0.00000003,buy,2026-04-07T19:24:49.616288Z,2026-04-07T19:24:49.676025
331384150,SOL-USD,80.61,0.23533995,sell,2026-04-07T19:24:49.650415Z,2026-04-07T19:24:49.706759
331384151,SOL-USD,80.61,0.26895626,sell,2026-04-07T19:24:49.727946Z,2026-04-07T19:24:49.780762
331384152,SOL-USD,80.61,0.00583859,sell,2026-04-07T19:24:49.727946Z,2026-04-07T19:24:49.784362
331384153,SOL-USD,80.61,0.60774330,sell,2026-04-07T19:24:49.727946Z,2026-04-07T19:24:49.790155
794942879,ETH-USD,2094.96,0.68774192,sell,2026-04-07T19:24:49.915579Z,2026-04-07T19:24:49.967866
794942880,ETH-USD,2094.97,0.31275569,sell,2026-04-07T19:24:49.915579Z,2026-04-07T19:24:49.971305
995584918,BTC-USD,68561.35,0.00036464,sell,2026-04-07T19:24:49.924239Z,2026-04-07T19:24:49.977009
995584919,BTC-USD,68562.45,0.01458524,sell,2026-04-07T19:24:49.924245Z,2026-04-07T19:24:49.980565
995584920,BTC-USD,68563.75,0.01020983,sell,2026-04-07T19:24:49.925970Z,2026-04-07T19:24:49.990074
794942881,ETH-USD,2095.04,0.001,sell,2026-04-07T19:24:49.926807Z,2026-04-07T19:24:49.999483
794942882,ETH-USD,2095.04,0.71610042,sell,2026-04-07T19:24:49.926807Z,2026-04-07T19:24:50.005188
794942883,ETH-USD,2095.07,0.21497774,sell,2026-04-07T19:24:49.926807Z,2026-04-07T19:24:50.012656
794942884,ETH-USD,2095.1,0.06841945,sell,2026-04-07T19:24:49.926807Z,2026-04-07T19:24:50.015173
794942885,ETH-USD,2095.1,0.64053389,sell,2026-04-07T19:24:49.927349Z,2026-04-07T19:24:50.020808
794942886,ETH-USD,2095.12,0.001,sell,2026-04-07T19:24:49.937388Z,2026-04-07T19:24:50.022050
794942887,ETH-USD,2095.17,0.48806334,sell,2026-04-07T19:24:49.937388Z,2026-04-07T19:24:50.025903
794942888,ETH-USD,2095.18,0.51143427,sell,2026-04-07T19:24:49.937388Z,2026-04-07T19:24:50.031605
794942889,ETH-USD,2095.12,0.21497774,sell,2026-04-07T19:24:49.943647Z,2026-04-07T19:24:50.037800
794942890,ETH-USD,2095.12,0.00178624,sell,2026-04-07T19:24:49.943647Z,2026-04-07T19:24:50.040663
995584921,BTC-USD,68566.86,0.000017,sell,2026-04-07T19:24:49.944070Z,2026-04-07T19:24:50.046179
995584922,BTC-USD,68567.32,0.001569,sell,2026-04-07T19:24:49.944070Z,2026-04-07T19:24:50.061049
794942891,ETH-USD,2095.12,0.71431418,sell,2026-04-07T19:24:49.944088Z,2026-04-07T19:24:50.082782
794942892,ETH-USD,2095.18,0.08956573,sell,2026-04-07T19:24:49.944088Z,2026-04-07T19:24:50.090016
794942893,ETH-USD,2095.19,0.21552654,sell,2026-04-07T19:24:49.944088Z,2026-04-07T19:24:50.092817
794942894,ETH-USD,2095.2,0.001,sell,2026-04-07T19:24:49.944088Z,2026-04-07T19:24:50.096168
794942895,ETH-USD,2095.25,0.21497774,sell,2026-04-07T19:24:49.944088Z,2026-04-07T19:24:50.101550
794942896,ETH-USD,2095.25,0.02386694,sell,2026-04-07T19:24:49.944088Z,2026-04-07T19:24:50.107580
794942897,ETH-USD,2095.27,0.2,sell,2026-04-07T19:24:49.944088Z,2026-04-07T19:24:50.116349
794942898,ETH-USD,2095.27,0.1,sell,2026-04-07T19:24:49.944088Z,2026-04-07T19:24:50.123191
794942899,ETH-USD,2095.28,0.001,sell,2026-04-07T19:24:49.944088Z,2026-04-07T19:24:50.127156
794942900,ETH-USD,2095.31,1.7677795,sell,2026-04-07T19:24:49.944088Z,2026-04-07T19:24:50.130160
794942901,ETH-USD,2095.31,0.46221326,sell,2026-04-07T19:24:49.944088Z,2026-04-07T19:24:50.134297
794942902,ETH-USD,2095.31,2.16543,sell,2026-04-07T19:24:49.948387Z,2026-04-07T19:24:50.137311
794942903,ETH-USD,2095.3,0.56778,buy,2026-04-07T19:24:49.950816Z,2026-04-07T19:24:50.139762
794942904,ETH-USD,2095.3,0.01276336,buy,2026-04-07T19:24:49.950816Z,2026-04-07T19:24:50.142921
794942905,ETH-USD,2095.3,1.56040296,buy,2026-04-07T19:24:49.954161Z,2026-04-07T19:24:50.144241
794942906,ETH-USD,2095.3,3.43283368,buy,2026-04-07T19:24:49.954869Z,2026-04-07T19:24:50.146763
794942907,ETH-USD,2095.3,0.36331808,buy,2026-04-07T19:24:49.954869Z,2026-04-07T19:24:50.151187
331384154,SOL-USD,80.61,0.00015068,sell,2026-04-07T19:24:49.955182Z,2026-04-07T19:24:50.154213
331384155,SOL-USD,80.61,0.03433515,sell,2026-04-07T19:24:49.955182Z,2026-04-07T19:24:50.155570
794942908,ETH-USD,2095.3,0.19754237,buy,2026-04-07T19:24:49.957489Z,2026-04-07T19:24:50.159053
794942909,ETH-USD,2095.28,0.62159695,buy,2026-04-07T19:24:49.957489Z,2026-04-07T19:24:50.161404
794942910,ETH-USD,2095.27,0.62159695,buy,2026-04-07T19:24:49.957489Z,2026-04-07T19:24:50.163921
794942911,ETH-USD,2095.26,1.00049761,buy,2026-04-07T19:24:49.957489Z,2026-04-07T19:24:50.169881
794942912,ETH-USD,2095.25,0.76549761,buy,2026-04-07T19:24:49.957489Z,2026-04-07T19:24:50.174717
794942913,ETH-USD,2095.3,0.3726568,buy,2026-04-07T19:24:49.960601Z,2026-04-07T19:24:50.175964
794942914,ETH-USD,2095.3,0.0433339,buy,2026-04-07T19:24:49.963163Z,2026-04-07T19:24:50.179297
794942915,ETH-USD,2095.29,0.24832559,buy,2026-04-07T19:24:49.963163Z,2026-04-07T19:24:50.184005
794942916,ETH-USD,2095.3,0.56778,buy,2026-04-07T19:24:49.963352Z,2026-04-07T19:24:50.185246
794942917,ETH-USD,2095.29,0.0675446,buy,2026-04-07T19:24:49.963352Z,2026-04-07T19:24:50.189124
794942918,ETH-USD,2095.3,0.05403329,buy,2026-04-07T19:24:49.966584Z,2026-04-07T19:24:50.192822
794942919,ETH-USD,2095.3,0.71146432,buy,2026-04-07T19:24:49.966703Z,2026-04-07T19:24:50.196356
794942920,ETH-USD,2095.29,0.27612051,buy,2026-04-07T19:24:49.966703Z,2026-04-07T19:24:50.200572
794942921,ETH-USD,2095.27,0.00527240,buy,2026-04-07T19:24:49.966703Z,2026-04-07T19:24:50.201688
794942922,ETH-USD,2095.3,0.41485159,buy,2026-04-07T19:24:49.969644Z,2026-04-07T19:24:50.208206
